DataHora;Referencia;Nivel;Erro;Sinal_de_Controle;Corrente_na_Bomba
2022-09-02 14:06:55.178632;27;26.98;0.02;2.49;1.09
2022-09-02 14:06:55.287983;27;26.97;0.03;2.50;1.07
2022-09-02 14:06:55.397330;27;26.97;0.03;2.51;1.04
2022-09-02 14:06:55.506680;27;26.96;0.04;2.53;1.02
2022-09-02 14:06:55.616029;27;26.96;0.04;2.54;1.06
2022-09-02 14:06:55.741004;27;26.95;0.05;2.57;1.05
2022-09-02 14:06:55.850348;27;26.92;0.08;2.62;1.16
2022-09-02 14:06:55.959698;27;26.90;0.10;2.66;1.25
2022-09-02 14:06:56.100289;27;26.97;0.03;2.63;1.11
2022-09-02 14:06:56.334608;27;27.02;-0.02;2.59;1.17
2022-09-02 14:06:56.443959;27;26.91;0.09;2.69;1.04
2022-09-02 14:06:56.553308;27;26.93;0.07;2.70;1.25
2022-09-02 14:06:56.678279;27;26.92;0.08;2.73;1.13
2022-09-02 14:06:56.803248;27;26.91;0.09;2.77;1.18
2022-09-02 14:06:56.912596;27;26.93;0.07;2.78;1.35
2022-09-02 14:06:57.037567;27;26.91;0.09;2.82;1.22
2022-09-02 14:06:57.162537;27;26.96;0.04;2.80;1.13
2022-09-02 14:06:57.271887;27;26.98;0.02;2.79;1.26
2022-09-02 14:06:57.396858;27;26.92;0.08;2.86;1.12
2022-09-02 14:06:57.506207;27;26.93;0.07;2.88;1.27
2022-09-02 14:06:57.631178;27;26.95;0.05;2.88;1.22
2022-09-02 14:06:57.756149;27;26.93;0.07;2.92;1.28
2022-09-02 14:06:57.865496;27;26.99;0.01;2.89;1.17
2022-09-02 14:06:57.974846;27;26.91;0.09;2.97;1.22
2022-09-02 14:06:58.084196;27;27.01;-0.01;2.90;1.25
2022-09-02 14:06:58.224787;27;26.94;0.06;2.97;1.29
2022-09-02 14:06:58.334135;27;26.92;0.08;3.00;1.35
2022-09-02 14:06:58.443486;27;26.97;0.03;2.98;1.27
2022-09-02 14:06:58.568457;27;27.01;-0.01;2.95;1.27
2022-09-02 14:06:58.693425;27;27.01;-0.01;2.95;1.34
2022-09-02 14:06:58.802775;27;27.01;-0.01;2.95;1.43
2022-09-02 14:06:58.943367;27;27.04;-0.04;2.91;1.23
2022-09-02 14:06:59.052716;27;27.06;-0.06;2.88;1.27
2022-09-02 14:06:59.162065;27;27.03;-0.03;2.88;1.20
2022-09-02 14:06:59.302657;27;27.10;-0.10;2.80;1.25
2022-09-02 14:06:59.427627;27;27.05;-0.05;2.82;1.19
2022-09-02 14:06:59.536977;27;27.09;-0.09;2.77;1.21
2022-09-02 14:06:59.646326;27;27.04;-0.04;2.79;1.19
2022-09-02 14:06:59.771295;27;27.05;-0.05;2.77;1.20
2022-09-02 14:06:59.880646;27;27.08;-0.08;2.71;1.28
2022-09-02 14:07:00.005616;27;27.10;-0.10;2.67;1.12
2022-09-02 14:07:00.130585;27;27.16;-0.16;2.58;1.18
2022-09-02 14:07:00.239934;27;27.03;-0.03;2.65;1.08
2022-09-02 14:07:00.380526;27;27.06;-0.06;2.61;1.06
2022-09-02 14:07:00.489877;27;27.06;-0.06;2.59;1.07
2022-09-02 14:07:00.614846;27;27.04;-0.04;2.59;1.03
2022-09-02 14:07:00.739817;27;27.03;-0.03;2.59;1.04
2022-09-02 14:07:00.864788;27;27.04;-0.04;2.57;1.10
2022-09-02 14:07:00.989759;27;27.05;-0.05;2.55;1.07
2022-09-02 14:07:01.114728;27;27.06;-0.06;2.51;1.10
2022-09-02 14:07:01.239699;27;27.05;-0.05;2.51;1.06
2022-09-02 14:07:01.364668;27;27.03;-0.03;2.51;1.19
2022-09-02 14:07:01.474017;27;27.13;-0.13;2.40;1.11
2022-09-02 14:07:01.583368;27;26.96;0.04;2.53;1.05
2022-09-02 14:07:01.723964;27;26.98;0.02;2.52;1.16
2022-09-02 14:07:01.848929;27;27.01;-0.01;2.50;1.17
2022-09-02 14:07:01.958278;27;26.98;0.02;2.53;1.01
2022-09-02 14:07:02.067627;27;26.99;0.01;2.52;1.05
2022-09-02 14:07:02.176977;27;26.99;0.01;2.53;1.14
2022-09-02 14:07:02.317570;27;26.98;0.02;2.54;1.06
2022-09-02 14:07:02.426917;27;27.00;0.00;2.53;1.09
2022-09-02 14:07:02.536267;27;26.95;0.05;2.58;1.03
2022-09-02 14:07:02.645616;27;26.94;0.06;2.61;1.18
2022-09-02 14:07:02.770588;27;26.93;0.07;2.64;1.04
2022-09-02 14:07:02.879936;27;27.05;-0.05;2.54;1.14
2022-09-02 14:07:02.989291;27;27.03;-0.03;2.54;1.11
2022-09-02 14:07:03.098633;27;26.98;0.02;2.58;1.17
2022-09-02 14:07:03.239234;27;26.96;0.04;2.61;1.18
2022-09-02 14:07:03.348574;27;26.92;0.08;2.66;1.12
2022-09-02 14:07:03.457924;27;27.00;0.00;2.62;1.15
2022-09-02 14:07:03.567273;27;26.93;0.07;2.68;1.20
2022-09-02 14:07:03.676622;27;27.09;-0.09;2.55;1.17
2022-09-02 14:07:03.785971;27;26.94;0.06;2.67;1.05
2022-09-02 14:07:03.895321;27;26.91;0.09;2.72;1.13
2022-09-02 14:07:04.004670;27;27.13;-0.13;2.53;1.15
2022-09-02 14:07:04.129640;27;27.05;-0.05;2.56;1.17
2022-09-02 14:07:04.254610;27;26.96;0.04;2.64;1.05
2022-09-02 14:07:04.363960;27;26.96;0.04;2.66;1.15
2022-09-02 14:07:04.473308;27;26.91;0.09;2.71;1.10
2022-09-02 14:07:04.598278;27;26.90;0.10;2.76;1.07
2022-09-02 14:07:04.723249;27;26.92;0.08;2.77;1.27
2022-09-02 14:07:04.832599;27;26.95;0.05;2.76;1.16
2022-09-02 14:07:04.941948;27;26.95;0.05;2.79;1.15
2022-09-02 14:07:05.051297;27;27.00;0.00;2.76;1.20
2022-09-02 14:07:05.160647;27;26.98;0.02;2.77;1.24
2022-09-02 14:07:05.285617;27;26.93;0.07;2.83;1.30
2022-09-02 14:07:05.394966;27;26.93;0.07;2.85;1.17
2022-09-02 14:07:05.504316;27;27.00;0.00;2.81;1.09
2022-09-02 14:07:05.629285;27;26.97;0.03;2.84;1.26
2022-09-02 14:07:05.754255;27;26.99;0.01;2.83;1.28
2022-09-02 14:07:05.863606;27;26.98;0.02;2.85;1.22
2022-09-02 14:07:05.972954;27;26.98;0.02;2.85;1.19
2022-09-02 14:07:06.082303;27;27.00;-0.00;2.84;1.34
2022-09-02 14:07:06.207274;27;26.98;0.02;2.86;1.23
2022-09-02 14:07:06.316622;27;26.97;0.03;2.88;1.34
2022-09-02 14:07:06.425972;27;27.00;0.00;2.86;1.19
2022-09-02 14:07:06.566574;27;27.02;-0.02;2.84;1.20
2022-09-02 14:07:06.675914;27;27.06;-0.06;2.79;1.18
2022-09-02 14:07:06.785262;27;26.99;0.01;2.84;1.34
2022-09-02 14:07:06.957096;27;27.01;-0.01;2.82;1.13
2022-09-02 14:07:07.066446;27;27.01;-0.01;2.82;1.11
2022-09-02 14:07:07.191416;27;27.03;-0.03;2.80;1.12
2022-09-02 14:07:07.316386;27;26.98;0.02;2.84;1.17
2022-09-02 14:07:07.425735;27;27.03;-0.03;2.80;1.12
2022-09-02 14:07:07.550705;27;27.02;-0.02;2.80;1.16
2022-09-02 14:07:07.660054;27;27.00;0.00;2.81;1.09
2022-09-02 14:07:07.769405;27;27.04;-0.04;2.77;1.21
2022-09-02 14:07:07.878753;27;26.97;0.03;2.82;1.17
2022-09-02 14:07:08.003725;27;27.09;-0.09;2.72;1.30
2022-09-02 14:07:08.128695;27;27.03;-0.03;2.74;1.12
2022-09-02 14:07:08.253664;27;27.11;-0.11;2.65;1.17
2022-09-02 14:07:08.363014;27;27.06;-0.06;2.66;1.16
2022-09-02 14:07:08.487984;27;27.06;-0.06;2.65;1.16
2022-09-02 14:07:08.597332;27;27.08;-0.08;2.60;1.10
2022-09-02 14:07:08.722304;27;27.07;-0.07;2.58;1.16
2022-09-02 14:07:08.831653;27;27.03;-0.03;2.61;1.19
2022-09-02 14:07:08.941002;27;27.04;-0.04;2.58;1.07
2022-09-02 14:07:09.065973;27;27.04;-0.04;2.58;1.11
2022-09-02 14:07:09.175321;27;27.04;-0.04;2.55;1.01
2022-09-02 14:07:09.284670;27;27.04;-0.04;2.54;1.10
2022-09-02 14:07:09.394019;27;27.04;-0.04;2.53;1.02
2022-09-02 14:07:09.503368;27;26.99;0.01;2.56;1.09
2022-09-02 14:07:09.612719;27;26.98;0.02;2.58;1.08
2022-09-02 14:07:09.737689;27;27.02;-0.02;2.54;1.11
2022-09-02 14:07:09.862659;27;26.97;0.03;2.59;1.01
2022-09-02 14:07:09.987630;27;27.00;-0.00;2.56;1.08
2022-09-02 14:07:10.096978;27;26.99;0.01;2.58;1.06
2022-09-02 14:07:10.206327;27;26.96;0.04;2.61;1.24
2022-09-02 14:07:10.315677;27;26.97;0.03;2.61;1.08
2022-09-02 14:07:10.440647;27;27.01;-0.01;2.58;1.15
2022-09-02 14:07:10.549997;27;27.00;-0.00;2.58;1.14
2022-09-02 14:07:10.659345;27;26.99;0.01;2.60;1.11
2022-09-02 14:07:10.784316;27;27.00;0.00;2.59;1.16
2022-09-02 14:07:10.893665;27;26.88;0.12;2.71;1.05
2022-09-02 14:07:11.003014;27;26.96;0.04;2.67;1.06
2022-09-02 14:07:11.127984;27;26.97;0.03;2.67;1.12
2022-09-02 14:07:11.252955;27;27.02;-0.02;2.64;1.14
2022-09-02 14:07:11.362304;27;26.97;0.03;2.68;1.07
2022-09-02 14:07:11.502895;27;26.96;0.04;2.69;1.04
2022-09-02 14:07:11.612244;27;27.01;-0.01;2.66;1.19
2022-09-02 14:07:11.737215;27;26.97;0.03;2.70;1.21
